customerid,customer_name,country,state,gender,dob,age,age_group,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,tenure_days,tenure_years,tenure_group,annual_charges,cancellation_year,cancellation_month,churn_risk_group,complaint_count,escalation_count,avg_csat_score,last_complaint_date
7916-RANKA,asha,Nepal,Kathmandu,Male,1965-10-08,61,56-65,2020-04-20,Referral,2021-04-20,Premium,Monthly,,,25.63,1550,33,0,2345.0,6.42,5-7 years,307.56,,,Medium Risk,1.0,0.0,46.0,2025-04-10
7054-UXCCD,nisha,India,Telangana,Male,2001-07-27,25,18-25,2024-02-18,Referral,2025-02-18,Standard,Monthly,2024-06-19,No longer needed,17.22,272,79,1,122.0,0.33,0-1 years,206.64,2024.0,6.0,High Risk,1.0,0.0,13.0,2024-03-21
6502-CYLGS,ramesh,India,Delhi,Female,2003-07-02,23,18-25,2020-11-20,Paid,2021-11-20,Standard,Monthly,2024-03-02,Too expensive,17.1,1102,94,1,1198.0,3.28,3-5 years,205.20000000000002,2024.0,3.0,High Risk,,,,
0519-CJOBA,suresh,India,Delhi,Female,2002-12-02,24,18-25,2023-09-02,Organic,2024-09-02,Premium,Annual,,,22.22,433,20,0,1115.0,3.05,3-5 years,266.64,,,Low Risk,1.0,1.0,10.0,2025-07-28
5427-OWCNB,rahul,Nepal,Kathmandu,Female,1977-02-28,49,46-55,2020-05-14,Organic,2021-05-14,Standard,Monthly,2024-06-01,Billing issue,15.94,891,96,1,1479.0,4.05,3-5 years,191.28,2024.0,6.0,High Risk,,,,
4593-XOAYI,pooja,Nepal,Kathmandu,Female,1998-09-29,28,26-35,2024-05-19,Organic,2025-05-19,Standard,Monthly,,,17.77,275,30,0,855.0,2.34,1-3 years,213.24,,,Low Risk,,,,
6525-YHOOW,manoj,India,Punjab,Female,1971-04-12,55,46-55,2022-08-23,Paid,2023-08-23,Premium,Monthly,,,25.99,1001,20,0,1490.0,4.08,3-5 years,311.88,,,Low Risk,1.0,0.0,31.0,2025-01-23
1284-NZBLV,usha,India,Punjab,Male,1966-05-01,60,56-65,2022-08-16,Referral,2023-08-16,Premium,Annual,2025-02-17,Poor streaming quality,24.71,837,94,1,916.0,2.51,1-3 years,296.52,2025.0,2.0,High Risk,1.0,1.0,16.0,2025-03-02
7381-MJYLR,gopal,India,Delhi,Male,1978-04-02,48,46-55,2020-01-01,Referral,2021-01-01,Basic,Annual,,,7.61,476,43,0,2455.0,6.72,5-7 years,91.32000000000001,,,Medium Risk,1.0,0.0,48.0,2024-02-18
1204-CESQT,ajay,India,Kerala,Male,1969-02-08,57,56-65,2020-09-23,Organic,2021-09-23,Basic,Annual,,,8.46,536,45,0,2189.0,5.99,5-7 years,101.52000000000001,,,Medium Risk,,,,
7286-JHDEL,lata,India,Bihar,Male,1966-03-07,60,56-65,2020-06-21,Paid,2021-06-21,Standard,Annual,,,13.47,749,26,0,2283.0,6.25,5-7 years,161.64000000000001,,,Low Risk,,,,
1524-PUWAK,shiva,Nepal,Kathmandu,Female,1990-08-28,36,36-45,2024-05-05,Referral,2025-05-05,Basic,Monthly,,,8.79,134,29,0,869.0,2.38,1-3 years,105.47999999999999,,,Low Risk,,,,
6237-EGGDE,asha,India,Bihar,Male,1986-09-21,40,36-45,2023-10-11,Organic,2024-10-11,Basic,Annual,,,8.53,163,11,0,1076.0,2.95,1-3 years,102.35999999999999,,,Low Risk,,,,
5916-GGQPF,raju,India,Meghalaya,Male,1965-04-21,61,56-65,2024-07-21,Organic,2025-07-21,Standard,Monthly,2025-04-21,Not enough content,16.23,184,95,1,274.0,0.75,0-1 years,194.76,2025.0,4.0,High Risk,,,,
5443-VJWLL,raghvendra,India,West Bengal,Male,1992-01-23,34,26-35,2020-08-31,Paid,2021-08-31,Premium,Annual,,,24.41,1445,5,0,2212.0,6.06,5-7 years,292.92,,,Low Risk,,,,
3290-MEKIT,satish,Nepal,Kathmandu,Female,1979-08-15,47,46-55,2019-11-10,Referral,2020-11-10,Premium,Annual,,,23.56,1420,38,0,2507.0,6.86,5-7 years,282.71999999999997,,,Medium Risk,,,,
6437-JYFZE,mohan,India,Odisha,Female,1974-05-28,52,46-55,2021-11-03,Referral,2022-11-03,Standard,Monthly,,,15.92,759,52,0,1783.0,4.88,3-5 years,191.04,,,Medium Risk,1.0,1.0,31.0,2024-08-11
4773-VBWUR,raghvendra,India,West Bengal,Female,1976-05-02,50,46-55,2021-01-16,Organic,2022-01-16,Premium,Annual,,,21.22,1080,31,0,2074.0,5.68,5-7 years,254.64,,,Medium Risk,1.0,0.0,91.0,2024-07-27
6932-UBZMK,vinod,India,Bihar,Male,1966-08-26,60,56-65,2024-01-17,Paid,2025-01-17,Standard,Monthly,,,14.32,229,40,0,978.0,2.68,1-3 years,171.84,,,Medium Risk,,,,
5890-SVPXC,rajesh,India,Kerala,Female,1994-01-09,32,26-35,2021-11-28,Referral,2022-11-28,Premium,Monthly,2024-08-31,Poor streaming quality,21.52,910,90,1,1007.0,2.76,1-3 years,258.24,2024.0,8.0,High Risk,,,,
9227-ZRKTZ,ritu,India,Nagaland,Male,1969-06-04,57,56-65,2023-07-18,Organic,2024-07-18,Premium,Annual,,,25.82,635,25,0,1161.0,3.18,3-5 years,309.84000000000003,,,Low Risk,,,,
8366-TORFJ,indira,Nepal,Kathmandu,Female,1987-06-14,39,36-45,2023-06-06,Referral,2024-06-06,Premium,Monthly,,,21.43,489,46,0,1203.0,3.29,3-5 years,257.15999999999997,,,Medium Risk,1.0,1.0,23.0,2025-03-30
7909-CKZDY,rishabh,India,Kerala,Male,1980-05-22,46,46-55,2021-02-09,Organic,2022-02-09,Premium,Monthly,,,22.04,1085,56,0,2050.0,5.61,5-7 years,264.48,,,Medium Risk,,,,
3389-NJCSL,maya,India,West Bengal,Male,2001-05-06,25,18-25,2021-02-20,Referral,2022-02-20,Basic,Monthly,2022-01-28,Billing issue,9.3,481,98,1,342.0,0.94,0-1 years,111.60000000000001,2022.0,1.0,High Risk,,,,
0370-WQREZ,rajesh,India,Telangana,Female,1989-10-04,37,36-45,2023-12-29,Paid,2024-12-29,Premium,Annual,,,23.35,394,55,0,997.0,2.73,1-3 years,280.20000000000005,,,Medium Risk,,,,
6985-YGKEQ,ritu,India,Punjab,Male,1998-01-29,28,26-35,2023-05-24,Referral,2024-05-24,Basic,Annual,,,7.01,198,40,0,1216.0,3.33,3-5 years,84.12,,,Medium Risk,,,,
3232-LLAFH,maya,Nepal,Kathmandu,Male,2000-11-12,26,26-35,2022-04-06,Paid,2023-04-06,Basic,Annual,,,8.19,343,29,0,1629.0,4.46,3-5 years,98.28,,,Low Risk,,,,
3063-JFCRM,ajay,India,Punjab,Male,1982-08-11,44,36-45,2022-07-17,Referral,2023-07-17,Standard,Annual,,,14.33,456,43,0,1527.0,4.18,3-5 years,171.96,,,Medium Risk,,,,
5700-JLERU,shiva,India,Meghalaya,Male,1970-04-16,56,56-65,2022-11-21,Organic,2023-11-21,Standard,Monthly,,,15.17,514,30,0,1400.0,3.83,3-5 years,182.04,,,Low Risk,,,,
1916-ESNKD,radha,India,Bihar,Female,1986-10-31,40,36-45,2021-08-08,Paid,2022-08-08,Standard,Annual,,,15.93,835,31,0,1870.0,5.12,5-7 years,191.16,,,Medium Risk,,,,
2838-OMDIL,mina,India,Kerala,Male,1986-09-27,40,36-45,2020-06-21,Referral,2021-06-21,Premium,Annual,,,24.6,1655,49,0,2283.0,6.25,5-7 years,295.20000000000005,,,Medium Risk,,,,
9200-NMRKV,satish,India,Rajasthan,Male,1990-05-13,36,36-45,2023-01-15,Paid,2024-01-15,Premium,Monthly,,,24.99,681,7,0,1345.0,3.68,3-5 years,299.88,,,Low Risk,,,,
4785-AFHUO,padma,Nepal,Kathmandu,Male,1970-01-29,56,56-65,2024-05-31,Referral,2025-05-31,Basic,Annual,,,7.59,108,33,0,843.0,2.31,1-3 years,91.08,,,Medium Risk,,,,
4389-UVJVB,om,Nepal,Kathmandu,Female,1984-01-27,42,36-45,2022-05-28,Organic,2023-05-28,Basic,Monthly,,,8.66,363,12,0,1577.0,4.32,3-5 years,103.92,,,Low Risk,1.0,1.0,11.0,2024-10-21
4877-WAGWC,rikim,India,Uttar Pradesh,Female,2001-05-14,25,18-25,2020-12-16,Referral,2021-12-16,Premium,Monthly,2021-09-19,Forgot to cancel trial,25.46,1337,77,1,277.0,0.76,0-1 years,305.52,2021.0,9.0,High Risk,1.0,0.0,11.0,2024-11-27
5744-WPLQU,pooja,India,Karnataka,Male,1980-09-26,46,46-55,2021-07-06,Referral,2022-07-06,Standard,Annual,,,17.96,941,59,0,1903.0,5.21,5-7 years,215.52,,,Medium Risk,1.0,0.0,88.0,2025-12-19
9778-OISHG,lata,India,Nagaland,Female,1998-08-25,28,26-35,2020-09-11,Organic,2021-09-11,Premium,Monthly,,,25.36,1282,53,0,2201.0,6.03,5-7 years,304.32,,,Medium Risk,,,,
0971-ZWDWG,rekha,India,Uttar Pradesh,Female,1982-08-14,44,36-45,2024-02-16,Paid,2025-02-16,Premium,Monthly,,,24.77,426,8,0,948.0,2.6,1-3 years,297.24,,,Low Risk,,,,
9460-QQJBU,rangadevi,India,Punjab,Male,1998-08-20,28,26-35,2019-06-21,Paid,2020-06-21,Standard,Monthly,2024-07-02,No longer needed,13.83,1139,79,1,1838.0,5.03,5-7 years,165.96,2024.0,7.0,High Risk,,,,
6046-LMPWW,rangadevi,India,Odisha,Female,1994-10-17,32,26-35,2024-09-03,Organic,2025-09-03,Standard,Monthly,,,17.34,166,9,0,748.0,2.05,1-3 years,208.07999999999998,,,Low Risk,,,,
1037-UKZVM,rekha,India,West Bengal,Male,1989-07-21,37,36-45,2021-04-06,Paid,2022-04-06,Standard,Monthly,,,15.07,854,20,0,1994.0,5.46,5-7 years,180.84,,,Low Risk,1.0,1.0,27.0,2025-03-15
9275-WUXTB,tarun,India,Maharashtra,Male,2006-09-10,20,18-25,2024-08-30,Organic,2025-08-30,Basic,Annual,2025-06-27,Poor streaming quality,7.79,82,94,1,301.0,0.82,0-1 years,93.48,2025.0,6.0,High Risk,,,,
7230-LZLZX,ramesh,India,Rajasthan,Male,1969-03-10,57,56-65,2021-07-23,Referral,2022-07-23,Basic,Annual,,,8.28,450,45,0,1886.0,5.16,5-7 years,99.35999999999999,,,Medium Risk,2.0,0.0,64.5,2025-10-03
4102-CRQBQ,amit,India,Bihar,Female,1969-02-03,57,56-65,2023-01-21,Organic,2024-01-21,Premium,Monthly,,,23.2,752,7,0,1339.0,3.67,3-5 years,278.4,,,Low Risk,1.0,0.0,55.0,2024-02-02
0017-FCPNL,raghav,India,Gujarat,Male,2003-08-05,23,18-25,2022-10-17,Referral,2023-10-17,Basic,Monthly,,,9.94,284,44,0,1435.0,3.93,3-5 years,119.28,,,Medium Risk,1.0,0.0,83.0,2024-06-17
2165-MFCUC,neha,India,West Bengal,Female,1982-03-03,44,36-45,2020-09-10,Referral,2021-09-10,Premium,Annual,,,21.28,1207,37,0,2202.0,6.03,5-7 years,255.36,,,Medium Risk,,,,
2181-QRBOP,suresh,India,Odisha,Male,1997-05-29,29,26-35,2022-05-31,Referral,2023-05-31,Standard,Annual,,,14.56,600,41,0,1574.0,4.31,3-5 years,174.72,,,Medium Risk,,,,
2480-XQLFX,raghvendra,India,Nagaland,Male,1997-09-30,29,26-35,2020-08-24,Paid,2021-08-24,Standard,Monthly,,,15.22,932,30,0,2219.0,6.08,5-7 years,182.64000000000001,,,Low Risk,,,,
7035-IDHCO,vijay,India,Maharashtra,Female,2004-04-15,22,18-25,2022-11-15,Paid,2023-11-15,Premium,Annual,2023-11-22,Poor streaming quality,24.9,886,87,1,372.0,1.02,1-3 years,298.79999999999995,2023.0,11.0,High Risk,,,,
8482-PEKQU,priya,India,Delhi,Female,1970-01-22,56,56-65,2020-05-31,Referral,2021-05-31,Standard,Monthly,,,15.69,974,23,0,2304.0,6.31,5-7 years,188.28,,,Low Risk,,,,
9730-BXAJI,radha,Nepal,Kathmandu,Female,1981-05-23,45,36-45,2020-10-17,Paid,2021-10-17,Basic,Annual,,,9.66,607,29,0,2165.0,5.93,5-7 years,115.92,,,Low Risk,1.0,1.0,6.0,2025-08-30
2830-TYUAB,sanjay,India,Telangana,Male,2006-05-21,20,18-25,2024-08-31,Organic,2025-08-31,Basic,Annual,,,7.17,75,5,0,751.0,2.06,1-3 years,86.03999999999999,,,Low Risk,,,,
8300-HSTLK,sudevi,India,Tamil Nadu,Male,1978-11-26,48,46-55,2020-05-25,Referral,2021-05-25,Standard,Monthly,2023-09-28,Forgot to cancel trial,15.85,936,93,1,1221.0,3.34,3-5 years,190.2,2023.0,9.0,High Risk,,,,
2545-NKQVR,maya,India,West Bengal,Female,1984-08-16,42,36-45,2024-12-24,Organic,2025-12-24,Premium,Annual,,,22.16,145,38,0,636.0,1.74,1-3 years,265.92,,,Medium Risk,,,,
3909-BCLLP,sunita,India,Rajasthan,Male,1965-07-27,61,56-65,2020-07-27,Referral,2021-07-27,Standard,Monthly,,,15.59,886,54,0,2247.0,6.15,5-7 years,187.07999999999998,,,Medium Risk,,,,
0185-EYNUS,suresh,India,Kerala,Female,1998-08-20,28,26-35,2023-01-19,Referral,2024-01-19,Standard,Annual,2023-07-01,Poor streaming quality,13.72,357,98,1,163.0,0.45,0-1 years,164.64000000000001,2023.0,7.0,High Risk,,,,
4403-TDXIL,maya,India,Tamil Nadu,Female,1990-11-13,36,36-45,2021-05-29,Paid,2022-05-29,Standard,Annual,,,14.84,751,57,0,1941.0,5.31,5-7 years,178.07999999999998,,,Medium Risk,,,,
8128-LJMOJ,geeta,India,Nagaland,Male,1995-03-29,31,26-35,2021-12-16,Organic,2022-12-16,Standard,Annual,,,16.17,786,28,0,1740.0,4.76,3-5 years,194.04000000000002,,,Low Risk,,,,
3742-TAWAB,alok,India,Punjab,Female,1973-01-11,53,46-55,2020-10-29,Paid,2021-10-29,Basic,Annual,,,7.37,477,35,0,2153.0,5.89,5-7 years,88.44,,,Medium Risk,2.0,0.0,64.5,2025-12-10
0579-OXTKI,nandini,India,Gujarat,Male,2002-01-20,24,18-25,2020-04-28,Organic,2021-04-28,Standard,Monthly,,,15.27,862,60,0,2337.0,6.4,5-7 years,183.24,,,Medium Risk,,,,
1956-NXEUZ,kamala,India,Delhi,Female,2003-11-07,23,18-25,2020-05-01,Organic,2021-05-01,Standard,Monthly,2021-01-27,Not enough content,15.03,965,74,1,271.0,0.74,0-1 years,180.35999999999999,2021.0,1.0,High Risk,1.0,1.0,28.0,2025-10-18
5090-IOAFO,ramesh,India,Uttar Pradesh,Female,1981-07-09,45,36-45,2022-06-02,Referral,2023-06-02,Premium,Annual,2024-11-11,Switched to competitor,22.51,917,88,1,893.0,2.44,1-3 years,270.12,2024.0,11.0,High Risk,,,,
8083-ZUTOU,sudevi,India,Maharashtra,Female,1966-01-27,60,56-65,2022-06-03,Referral,2023-06-03,Premium,Annual,,,22.07,732,57,0,1571.0,4.3,3-5 years,264.84000000000003,,,Medium Risk,,,,
5675-QSAIT,gopal,India,West Bengal,Male,1974-03-16,52,46-55,2019-07-03,Organic,2020-07-03,Standard,Annual,,,15.86,1254,48,0,2637.0,7.22,7+ years,190.32,,,Medium Risk,,,,
3902-KYZDH,durga,India,Uttar Pradesh,Male,1983-07-13,43,36-45,2020-06-27,Referral,2021-06-27,Premium,Annual,2022-05-24,Switched to competitor,23.51,1505,93,1,696.0,1.91,1-3 years,282.12,2022.0,5.0,High Risk,2.0,0.0,56.0,2025-10-14
6102-LTPNQ,harish,India,Delhi,Male,1990-06-22,36,36-45,2023-08-05,Paid,2024-08-05,Standard,Annual,,,17.49,349,30,0,1143.0,3.13,3-5 years,209.88,,,Low Risk,,,,
3879-HWYKV,rekha,India,Gujarat,Female,1977-03-14,49,46-55,2022-02-10,Paid,2023-02-10,Standard,Monthly,,,17.32,741,21,0,1684.0,4.61,3-5 years,207.84,,,Low Risk,1.0,1.0,35.0,2025-07-12
3321-DUCCL,ajay,India,Bihar,Male,1989-01-15,37,36-45,2020-05-22,Paid,2021-05-22,Standard,Monthly,,,13.42,839,34,0,2313.0,6.33,5-7 years,161.04,,,Medium Risk,1.0,0.0,23.0,2025-09-23
3401-LMWCU,ramesh,India,Karnataka,Female,2002-07-01,24,18-25,2019-03-18,Referral,2020-03-18,Basic,Monthly,2024-04-09,Switched to competitor,9.8,699,96,1,1849.0,5.06,5-7 years,117.60000000000001,2024.0,4.0,High Risk,,,,
2430-CGJNR,sanjay,India,Rajasthan,Male,1983-02-21,43,36-45,2024-12-25,Referral,2025-12-25,Standard,Monthly,2025-03-11,Poor streaming quality,15.0,103,83,1,76.0,0.21,0-1 years,180.0,2025.0,3.0,High Risk,,,,
9108-TGMUD,raghav,India,Karnataka,Female,1970-11-12,56,56-65,2019-04-09,Referral,2020-04-09,Premium,Annual,2022-07-20,Too expensive,22.58,1513,75,1,1198.0,3.28,3-5 years,270.96,2022.0,7.0,High Risk,1.0,0.0,84.0,2024-07-20
6098-RYCPX,arjun,India,Maharashtra,Male,1973-11-14,53,46-55,2021-01-18,Referral,2022-01-18,Basic,Annual,2022-02-23,Switched to competitor,7.26,414,80,1,401.0,1.1,1-3 years,87.12,2022.0,2.0,High Risk,,,,
7265-VCWVD,indira,India,Karnataka,Female,2006-06-15,20,18-25,2019-08-28,Referral,2020-08-28,Basic,Monthly,2021-02-03,Switched to competitor,7.29,579,96,1,525.0,1.44,1-3 years,87.48,2021.0,2.0,High Risk,,,,
6471-MJLJX,asha,India,Tamil Nadu,Female,2004-08-18,22,18-25,2021-04-09,Referral,2022-04-09,Basic,Monthly,,,8.78,452,9,0,1991.0,5.45,5-7 years,105.35999999999999,,,Low Risk,,,,
4835-MWMCJ,nandini,India,Telangana,Female,2004-09-07,22,18-25,2022-01-08,Referral,2023-01-08,Basic,Annual,,,8.38,352,16,0,1717.0,4.7,3-5 years,100.56,,,Low Risk,,,,
4082-QUUZU,seema,India,Delhi,Male,2000-01-21,26,26-35,2019-03-18,Paid,2020-03-18,Basic,Monthly,,,9.88,815,10,0,2744.0,7.51,7+ years,118.56,,,Low Risk,,,,
9267-NKEIF,asha,India,Karnataka,Female,1988-10-01,38,36-45,2022-06-01,Paid,2023-06-01,Standard,Monthly,,,15.22,549,52,0,1573.0,4.31,3-5 years,182.64000000000001,,,Medium Risk,,,,
9568-ZZCRG,madan,India,Uttar Pradesh,Male,2002-12-22,24,18-25,2021-10-01,Referral,2022-10-01,Standard,Annual,,,15.11,585,55,0,1816.0,4.97,3-5 years,181.32,,,Medium Risk,1.0,1.0,33.0,2025-04-06
6363-JVVEP,seema,Nepal,Kathmandu,Male,1996-07-22,30,26-35,2022-03-30,Referral,2023-03-30,Standard,Monthly,2024-06-15,Not enough content,13.83,510,91,1,808.0,2.21,1-3 years,165.96,2024.0,6.0,High Risk,,,,
9300-OOEZW,padma,Nepal,Kathmandu,Male,1972-11-16,54,46-55,2021-05-21,Paid,2022-05-21,Standard,Monthly,,,15.54,833,21,0,1949.0,5.34,5-7 years,186.48,,,Low Risk,,,,
1478-BPAMI,vikram,India,Meghalaya,Male,1997-02-28,29,26-35,2020-01-03,Organic,2021-01-03,Standard,Monthly,2021-04-08,Forgot to cancel trial,13.6,924,83,1,461.0,1.26,1-3 years,163.2,2021.0,4.0,High Risk,,,,
0975-APXUW,alok,India,Delhi,Male,1996-08-09,30,26-35,2024-08-29,Organic,2025-08-29,Premium,Annual,,,22.58,213,30,0,753.0,2.06,1-3 years,270.96,,,Low Risk,,,,
6481-PIIZT,ritu,India,Delhi,Female,1979-03-27,47,46-55,2022-01-23,Paid,2023-01-23,Basic,Annual,,,9.94,410,3,0,1702.0,4.66,3-5 years,119.28,,,Low Risk,,,,
5846-FPEHR,vishakha,India,Rajasthan,Female,1965-01-30,61,56-65,2020-07-01,Referral,2021-07-01,Standard,Annual,,,13.0,886,28,0,2273.0,6.22,5-7 years,156.0,,,Low Risk,,,,
9385-KZZAP,sneha,Nepal,Kathmandu,Male,1987-04-05,39,36-45,2024-06-25,Paid,2025-06-25,Premium,Monthly,,,23.68,250,44,0,818.0,2.24,1-3 years,284.15999999999997,,,Medium Risk,1.0,1.0,5.0,2025-04-11
3899-JIQZV,manoj,India,Odisha,Male,1976-11-24,50,46-55,2023-12-29,Paid,2024-12-29,Standard,Annual,2024-02-05,Switched to competitor,14.75,258,94,1,38.0,0.1,0-1 years,177.0,2024.0,2.0,High Risk,,,,
1110-JUSBL,nandini,India,Rajasthan,Female,1987-02-13,39,36-45,2024-03-10,Paid,2025-03-10,Standard,Monthly,,,13.95,237,45,0,925.0,2.53,1-3 years,167.39999999999998,,,Medium Risk,,,,
5754-OCMWQ,sneha,India,Rajasthan,Female,1968-04-22,58,56-65,2023-01-05,Organic,2024-01-05,Basic,Annual,,,9.44,261,25,0,1355.0,3.71,3-5 years,113.28,,,Low Risk,,,,
0547-HIYBE,gopal,India,Rajasthan,Female,1968-05-13,58,56-65,2019-05-31,Referral,2020-05-31,Basic,Monthly,,,9.7,652,27,0,2670.0,7.31,7+ years,116.39999999999999,,,Low Risk,,,,
1525-IZXSL,suresh,India,Bihar,Female,1967-05-28,59,56-65,2020-03-30,Paid,2021-03-30,Premium,Annual,,,23.84,1547,38,0,2366.0,6.48,5-7 years,286.08,,,Medium Risk,,,,
3112-KOYOR,ramesh,India,Uttar Pradesh,Male,1967-03-25,59,56-65,2020-12-19,Paid,2021-12-19,Basic,Monthly,,,7.37,377,16,0,2102.0,5.75,5-7 years,88.44,,,Low Risk,,,,
9005-VDJLH,jyoti,India,Telangana,Male,1966-02-26,60,56-65,2024-11-12,Organic,2025-11-12,Standard,Monthly,,,14.36,115,45,0,678.0,1.86,1-3 years,172.32,,,Medium Risk,,,,
4781-ZMDUM,sanjay,India,Delhi,Female,1989-05-29,37,36-45,2024-02-03,Organic,2025-02-03,Basic,Monthly,,,8.27,138,19,0,961.0,2.63,1-3 years,99.24,,,Low Risk,,,,
6078-XJLGM,sneha,India,Tamil Nadu,Male,1967-10-07,59,56-65,2020-05-13,Paid,2021-05-13,Standard,Annual,,,15.32,1031,16,0,2322.0,6.36,5-7 years,183.84,,,Low Risk,,,,
1404-RVKTF,madan,India,Punjab,Male,1983-10-12,43,36-45,2019-07-12,Organic,2020-07-12,Basic,Annual,2019-11-22,Billing issue,8.25,510,72,1,133.0,0.36,0-1 years,99.0,2019.0,11.0,High Risk,,,,
7779-OGHKW,mira,India,Telangana,Male,2005-05-24,21,18-25,2021-07-13,Paid,2022-07-13,Premium,Monthly,,,23.11,1014,6,0,1896.0,5.19,5-7 years,277.32,,,Low Risk,,,,
9363-RQDTE,suresh,India,Telangana,Female,1970-08-30,56,56-65,2020-02-01,Paid,2021-02-01,Basic,Monthly,,,8.29,594,55,0,2424.0,6.64,5-7 years,99.47999999999999,,,Medium Risk,1.0,0.0,58.0,2024-04-17
7133-FVDPI,maya,India,Delhi,Female,1989-12-16,37,36-45,2021-10-22,Referral,2022-10-22,Basic,Annual,,,8.41,414,17,0,1795.0,4.91,3-5 years,100.92,,,Low Risk,1.0,1.0,35.0,2025-08-06
5343-WNXAS,ashok,India,Bihar,Male,1983-08-05,43,36-45,2019-10-26,Organic,2020-10-26,Premium,Monthly,2025-01-14,Switched to competitor,24.09,1638,71,1,1907.0,5.22,5-7 years,289.08,2025.0,1.0,High Risk,1.0,1.0,9.0,2025-10-22
1730-OCHNI,yash,India,Tamil Nadu,Female,1994-05-17,32,26-35,2023-03-26,Paid,2024-03-26,Basic,Monthly,,,9.53,228,5,0,1275.0,3.49,3-5 years,114.35999999999999,,,Low Risk,,,,
9977-MEKQR,kamala,India,Karnataka,Female,2004-11-26,22,18-25,2022-05-19,Organic,2023-05-19,Standard,Monthly,2024-08-07,Poor streaming quality,15.15,498,97,1,811.0,2.22,1-3 years,181.8,2024.0,8.0,High Risk,1.0,0.0,68.0,2024-05-22
3892-BMGJI,ramesh,India,West Bengal,Male,2002-10-23,24,18-25,2020-01-28,Referral,2021-01-28,Standard,Monthly,,,15.05,958,58,0,2428.0,6.65,5-7 years,180.60000000000002,,,Medium Risk,,,,
1609-ZFHTU,rekha,India,Tamil Nadu,Female,1983-09-12,43,36-45,2020-02-19,Referral,2021-02-19,Basic,Monthly,,,9.8,642,8,0,2406.0,6.59,5-7 years,117.60000000000001,,,Low Risk,,,,
1462-EFVTT,neha,India,Karnataka,Male,2000-07-03,26,26-35,2020-02-25,Paid,2021-02-25,Basic,Monthly,,,9.13,527,24,0,2400.0,6.57,5-7 years,109.56,,,Low Risk,,,,
8303-KUNOE,vikram,India,Karnataka,Female,1966-06-26,60,56-65,2023-09-21,Paid,2024-09-21,Standard,Monthly,2024-09-04,Forgot to cancel trial,16.09,309,74,1,349.0,0.96,0-1 years,193.07999999999998,2024.0,9.0,High Risk,1.0,1.0,31.0,2024-10-11
5904-SHVNQ,rikim,India,Maharashtra,Female,1981-09-16,45,36-45,2023-11-21,Organic,2024-11-21,Standard,Annual,,,16.25,325,11,0,1035.0,2.83,1-3 years,195.0,,,Low Risk,,,,
7308-EWPJE,sanjay,India,Delhi,Male,1966-03-26,60,56-65,2020-08-26,Organic,2021-08-26,Standard,Annual,,,16.01,1077,44,0,2217.0,6.07,5-7 years,192.12,,,Medium Risk,,,,
2669-WUFFF,pooja,India,Tamil Nadu,Female,1983-05-16,43,36-45,2020-08-15,Referral,2021-08-15,Basic,Monthly,,,8.51,481,42,0,2228.0,6.1,5-7 years,102.12,,,Medium Risk,,,,
0145-MDEUF,sunita,India,Tamil Nadu,Female,2005-03-03,21,18-25,2021-04-04,Organic,2022-04-04,Premium,Annual,,,22.7,1238,46,0,1996.0,5.46,5-7 years,272.4,,,Medium Risk,1.0,1.0,9.0,2024-09-05
5713-LFHNQ,raju,India,Maharashtra,Male,1994-09-18,32,26-35,2022-09-18,Paid,2023-09-18,Premium,Annual,,,23.82,758,8,0,1464.0,4.01,3-5 years,285.84000000000003,,,Low Risk,,,,
6131-OPHRM,usha,India,Tamil Nadu,Female,1979-08-03,47,46-55,2024-02-04,Paid,2025-02-04,Premium,Annual,,,25.54,490,46,0,960.0,2.63,1-3 years,306.48,,,Medium Risk,1.0,1.0,20.0,2025-10-21
4278-RYQEN,priya,India,Karnataka,Male,1983-02-16,43,36-45,2021-08-01,Organic,2022-08-01,Standard,Annual,,,14.06,723,53,0,1877.0,5.14,5-7 years,168.72,,,Medium Risk,,,,
2292-SRZGK,radha,India,Karnataka,Male,1996-10-06,30,26-35,2023-03-20,Organic,2024-03-20,Basic,Monthly,,,7.54,178,37,0,1281.0,3.51,3-5 years,90.48,,,Medium Risk,,,,
3111-ISRQM,seema,India,Telangana,Male,2002-12-04,24,18-25,2020-04-16,Referral,2021-04-16,Basic,Annual,2021-05-07,Too expensive,8.31,601,79,1,386.0,1.06,1-3 years,99.72,2021.0,5.0,High Risk,,,,
2967-HMTSO,kavita,India,Gujarat,Female,1969-01-03,57,56-65,2021-12-09,Paid,2022-12-09,Standard,Monthly,2022-08-03,Switched to competitor,14.69,578,78,1,237.0,0.65,0-1 years,176.28,2022.0,8.0,High Risk,1.0,0.0,46.0,2024-11-06
3659-THUIG,meena,India,Odisha,Male,1986-02-09,40,36-45,2020-07-16,Organic,2021-07-16,Standard,Monthly,,,16.93,1155,17,0,2258.0,6.18,5-7 years,203.16,,,Low Risk,,,,
7736-XNWJH,mina,India,Meghalaya,Female,1973-12-26,53,46-55,2023-02-23,Organic,2024-02-23,Premium,Annual,2023-08-05,No longer needed,24.29,604,99,1,163.0,0.45,0-1 years,291.48,2023.0,8.0,High Risk,,,,
